NUMBER OF CLASSES,NUMBER OF SENSITIVE CLASSES,NUMBER OF ATTRIBUTES,NUMBER OF SENSITIVE ATTRIBUTES,NUMBER OF METHODS,NUMBER OF SENSITIVE METHODS
35,0,376,0,163,0
